name,Age,Overall,Potential,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Position,Height,Weight,Release Clause
M. Drudi,31,66,66,1K,1726,Right,1,3,2,RCB,6'0,176lbs,659K
K. Ilsø,31,66,66,2K,1699,Right,1,3,3,RCM,6'0,170lbs,719K
V. Moren,27,66,68,4K,1357,Right,1,3,2,LCB,6'2,168lbs,953K
Lucas,21,66,76,3K,1445,Right,1,3,2,CB,6'1,170lbs,2M
J. Norwood,27,66,66,5K,1636,Right,1,3,2,RS,5'9,161lbs,1.2M
P. Frick,26,66,67,2K,1729,Right,1,2,2,CF,6'0,179lbs,1M
I. Ssewankambo,22,66,73,2K,1712,Right,1,3,2,RB,5'10,176lbs,1.1M
T. Skarke,21,66,73,3K,1600,Right,1,3,2,RM,5'10,157lbs,1.6M
Luis Marleiro,26,66,66,5K,1748,Left,1,2,2,ST,5'10,170lbs,1.3M
M. Pulkrab,21,66,74,1K,1580,Right,1,2,2,ST,6'1,181lbs,2.3M
L. Brown,27,66,66,4K,1817,Left,1,2,2,LB,6'0,174lbs,919K
R. Gaddis,28,66,66,3K,1610,Right,1,4,2,LB,5'9,150lbs,750K
Lee Yeong Jae,23,66,73,2K,1758,Left,1,3,2,RCM,5'9,132lbs,1.3M
F. Sakala,21,66,75,4K,1682,Right,1,2,2,LAM,5'10,159lbs,1.7M
Park Jun Tae,28,66,66,3K,1631,Left,1,3,3,ST,5'8,139lbs,844K
N. Saint-Ruf,25,66,70,2K,1512,Right,1,2,2,CB,6'2,187lbs,1.3M
A. Lienhart,32,66,66,4K,1766,Right,1,3,3,RB,6'0,172lbs,508K
M. Sema,29,66,66,2K,1713,Right,1,4,3,RW,5'8,150lbs,781K
M. Bennett,21,66,77,10K,1748,Right,1,3,3,ST,5'10,141lbs,2.4M
N. Hasler,27,66,66,3K,1801,Right,1,3,3,RB,5'9,172lbs,979K
Q. Moll,27,66,67,2K,1707,Right,1,4,2,LCM,6'0,170lbs,915K
M. Woods,32,66,66,3K,1841,Left,1,4,3,LDM,5'11,172lbs,831K
D. Templeton,29,66,66,4K,1732,Right,1,4,4,LM,5'9,139lbs,1.1M
Lim Sang Hyub,29,66,66,3K,1744,Left,1,3,3,LW,5'11,161lbs,781K
M. Rivero,28,66,66,4K,1924,Right,1,4,3,CDM,5'9,159lbs,
S. Yamamoto,33,66,66,4K,1737,Right,1,5,3,LB,5'11,152lbs,325K
J. Biada,25,66,68,2K,1731,Right,1,3,3,RS,5'10,168lbs,1.2M
M. Torres,20,66,76,5K,1624,Right,1,3,3,ST,5'11,154lbs,
R. Janicki,25,66,66,3K,1589,Right,1,2,2,RCB,6'2,174lbs,
D. Mahmudov,28,66,66,3K,1666,Right,1,4,3,RM,5'7,137lbs,943K
Aitor,31,66,66,2K,1664,Right,1,3,2,RB,5'11,161lbs,659K
A. Vukotić,22,66,72,3K,1440,Left,1,3,2,RCB,6'8,209lbs,1.2M
M. Marshall,31,66,66,4K,1750,Left,1,5,3,RM,5'7,152lbs,1M
N. Mohammed,24,66,72,2K,1555,Right,1,3,3,RW,5'8,154lbs,1.3M
J. Walsh,26,66,71,5K,1615,Left,1,3,2,RCB,5'11,154lbs,1.3M
T. Bergmann,21,66,75,1K,1823,Right,1,3,3,CDM,5'11,165lbs,1.4M
Jony Ñíguez,33,66,66,2K,1774,Right,1,2,2,CDM,5'9,159lbs,403K
P. Carlgren,26,66,70,3K,1053,Right,1,2,1,GK,6'2,185lbs,762K
J. Rossiter,21,66,78,9K,1695,Right,1,3,2,CDM,5'10,141lbs,2M
S. Sy,22,66,74,10K,1134,Right,1,3,1,GK,6'4,176lbs,1.5M
C. Gonzáles,25,66,69,0,1728,Right,1,3,3,CM,5'9,152lbs,
R. Nagaki,30,66,66,4K,1759,Right,1,2,2,RCM,5'8,159lbs,618K
M. Al Shalhoub,37,66,66,8K,1626,Left,1,3,3,CAM,5'4,146lbs,374K
A. Le Tallec,33,66,66,2K,1695,Right,2,3,2,ST,6'0,161lbs,700K
D. Vidošić,31,66,66,4K,1870,Right,1,4,3,LW,6'0,163lbs,719K
C. Guerra,23,66,71,1K,1127,Right,1,2,1,GK,6'0,183lbs,891K
M. Koné,21,66,74,5K,1591,Right,1,3,3,ST,5'9,154lbs,1.8M
Isidoro,31,66,66,1K,1725,Right,1,3,2,RB,5'11,157lbs,531K
O. Halvorsen,30,66,66,2K,1778,Right,1,3,3,RM,5'10,165lbs,750K
F. Ciampichetti,30,66,66,2K,1547,Right,1,3,2,ST,6'1,187lbs,844K
Li Ang,24,66,71,5K,1772,Right,1,3,2,LCB,6'2,194lbs,1.6M
P. Kurzweg,24,66,70,7K,1766,Left,1,3,2,LB,5'11,170lbs,
Cho Won Hee,35,66,66,2K,1798,Right,1,3,3,LCM,5'10,159lbs,188K
J. Drolè,20,66,79,4K,1610,Right,1,2,3,RM,6'1,154lbs,3.3M
C. Itten,21,66,79,4K,1607,Right,1,3,2,ST,6'2,179lbs,2.6M
R. Guitane,19,66,84,4K,1617,Left,1,3,3,CAM,5'5,132lbs,3.5M
J. Ojala,29,66,67,2K,1403,Right,1,2,2,CB,6'3,187lbs,762K
J. Abarca,29,66,66,1K,1560,Right,1,3,2,RB,5'9,172lbs,675K
M. González,24,66,73,4K,1739,Right,1,2,2,CDM,5'11,163lbs,
E. Ómarsson,23,66,70,2K,1668,Right,1,3,3,ST,6'0,161lbs,1.3M
T. Hasegawa,24,66,71,3K,1687,Right,1,4,3,CAM,5'5,128lbs,1.2M
A. Diawusie,20,66,77,6K,1582,Right,1,3,3,RM,5'11,165lbs,2M
I. Khalili,31,66,66,2K,1807,Left,1,3,3,RM,6'0,165lbs,719K
J. Żubrowski,26,66,71,2K,1745,Right,1,2,2,LDM,5'11,161lbs,1M
M. Štěch,28,66,66,3K,1040,Right,1,2,1,GK,6'3,196lbs,788K
O. Benítez,27,66,68,2K,1443,Left,1,2,2,CB,6'1,174lbs,891K
A. Buksa,21,66,72,2K,1605,Right,1,4,3,ST,6'3,174lbs,1.4M
K. Tokura,32,66,66,2K,1607,Left,1,3,2,ST,6'2,176lbs,656K
C. Madu,24,66,69,3K,1637,Right,1,2,2,CDM,6'1,176lbs,1.5M
T. van de Pavert,26,66,68,3K,1542,Left,1,3,2,CB,6'4,187lbs,991K
W. Keane,25,66,69,9K,1645,Right,1,3,3,ST,6'2,159lbs,1.6M
S. Branca,26,66,69,1K,1778,Right,1,3,3,CM,5'11,163lbs,1.3M
N. Antonitsch,26,66,69,1K,1437,Right,1,2,2,LCB,6'1,179lbs,1M
T. Umesaki,31,66,66,2K,1744,Right,1,4,3,LW,5'7,150lbs,719K
A. Nakamura,27,66,66,4K,1590,Right,1,3,3,RM,5'9,148lbs,878K
N. Thompson,27,66,66,4K,1694,Right,1,2,2,RB,5'8,157lbs,919K
A. Kolev,25,66,68,2K,1730,Right,1,3,3,ST,6'3,179lbs,1.1M
G. Bijl,22,66,72,2K,1709,Right,1,2,3,RCM,5'11,168lbs,1.2M
C. Gunter,28,66,66,9K,1720,Right,1,4,2,RB,5'11,157lbs,950K
A. Marin,28,66,67,2K,1551,Right,1,3,2,CB,6'2,172lbs,1M
J. Gatt,26,66,66,4K,1727,Right,1,3,4,ST,5'10,161lbs,1M
D. Miloc,27,66,67,3K,1692,Right,1,3,3,CM,5'10,163lbs,915K
M. Wostry,25,66,70,3K,1461,Right,1,3,2,CB,6'0,163lbs,1.1M
K. Moriya,29,66,66,3K,1819,Right,1,3,3,CDM,5'8,143lbs,650K
A. Sigurðarson,24,66,69,2K,1683,Right,1,3,3,LW,5'10,154lbs,1.1M
D. Lowe,25,66,72,1K,1444,Right,1,3,2,CB,6'3,176lbs,1.1M
Milton Raphael,27,66,70,2K,923,Right,1,2,1,GK,6'2,179lbs,1.3M
B. Blume,26,66,68,4K,1684,Right,1,3,3,CAM,5'10,161lbs,1M
Jordi Quintillà,24,66,70,4K,1754,Left,1,2,3,CDM,5'10,154lbs,1.3M
C. Doucouré,18,66,80,1K,1705,Right,1,3,3,LDM,5'11,161lbs,2.8M
Andrés Prieto,24,66,72,2K,1084,Right,1,2,1,GK,6'4,205lbs,1.2M
Isaac Carcelén,25,66,70,2K,1764,Right,1,3,2,RM,5'10,165lbs,1.1M
Y. Nakano,25,66,67,2K,1662,Right,1,4,3,LM,5'9,146lbs,1M
L. Schwechlen,29,66,66,4K,1430,Left,1,2,2,LB,6'0,172lbs,975K
Jonatan Lucca,24,66,71,2K,1695,Right,1,3,2,LCM,6'1,168lbs,1.6M
L. Hufnagel,24,66,71,2K,1715,Right,1,3,3,LDM,6'0,161lbs,1.3M
J. Rothwell,23,66,74,10K,1728,Right,1,3,3,LM,6'1,170lbs,2M
J. Rodríguez,22,66,76,3K,1726,Right,1,4,3,ST,5'10,157lbs,1.9M
A. Claude Maurice,20,66,79,2K,1654,Right,1,2,3,LW,5'9,137lbs,2.9M
R. Taylor,30,66,66,4K,1682,Left,1,3,2,ST,6'2,150lbs,1.1M
M. Mešanović,27,66,66,1K,1523,Right,1,3,2,ST,5'10,165lbs,1.5M
G. Plet,30,66,66,5K,1544,Right,1,3,3,ST,6'4,185lbs,1.3M
B. Dickenson,25,66,68,5K,1881,Left,1,3,3,LM,6'0,179lbs,1.4M
T. Takagi,27,66,66,3K,1710,Right,1,4,4,LM,5'7,141lbs,844K
D. Thopola,28,66,66,1K,1613,Right,1,4,2,RB,5'10,159lbs,1.1M
J. Juelsgård,29,66,66,4K,1746,Left,1,2,2,LCB,6'0,179lbs,625K
A. Traoré,23,66,72,2K,1532,Left,1,2,3,LW,5'10,154lbs,1.8M
G. Sandoval,34,66,66,1K,1632,Right,1,3,3,LDM,5'7,150lbs,270K
S. Mpontshane,32,66,66,1K,1194,Left,1,3,1,GK,6'0,174lbs,806K
C. McCann,30,66,66,2K,1829,Left,1,3,3,LB,6'1,165lbs,713K
O. Bozanic,29,66,66,3K,1865,Left,1,3,2,CM,5'10,165lbs,1.1M
L. Lezzerini,23,66,74,1K,1080,Right,1,2,1,GK,6'5,190lbs,1.2M
M. Yaghoubi,23,66,74,1K,1733,Right,1,3,2,LM,5'10,185lbs,1.9M
Joni Montiel,19,66,76,3K,1522,Left,1,2,3,CAM,5'8,148lbs,
D. Gorter,30,66,66,3K,1921,Left,1,4,3,CM,5'9,154lbs,900K
T. Mears,35,66,66,6K,1805,Right,1,3,3,RB,5'11,163lbs,266K
S. Diakité,29,66,66,2K,1790,Right,1,3,3,CM,6'1,176lbs,1.1M
R. Mulumba,25,66,70,3K,1805,Right,1,3,2,CDM,5'11,168lbs,1.1M
M. Høibråten,23,66,75,1K,1566,Left,1,2,2,LCB,6'0,170lbs,1.2M
M. Lackner,27,66,69,6K,1603,Right,1,3,2,CDM,6'4,165lbs,991K
M. Domínguez,18,66,75,6K,1671,Left,1,3,3,LM,5'3,128lbs,
O. Käuper,21,66,76,6K,1682,Left,1,4,2,CM,6'2,170lbs,2M
A. Al Salem,25,66,68,6K,1779,Right,1,3,3,CAM,6'0,163lbs,1.3M
R. Vanegas,25,66,69,1K,1704,Right,1,2,3,LM,5'9,159lbs,1.1M
Pablo Larrea,24,66,73,3K,1723,Right,1,3,3,CDM,5'9,143lbs,1.4M
L. Craig,31,66,66,3K,1890,Left,1,3,3,LCM,6'0,181lbs,963K
D. Gomis,25,66,67,2K,1598,Right,1,3,3,LM,5'8,150lbs,1.4M
N. Blackman,28,66,66,12K,1761,Left,1,2,3,RM,6'1,163lbs,
F. Kaufmann,25,66,67,3K,1783,Right,1,3,3,RM,5'11,159lbs,1.2M
J. Ginnelly,21,66,74,2K,1752,Right,1,4,3,LM,5'8,143lbs,1.9M
L. Nmecha,19,66,83,3K,1526,Right,1,4,3,ST,6'1,154lbs,3.5M
I. Alhassan,21,66,73,2K,1781,Right,1,3,2,CDM,6'2,159lbs,1.8M
L. Crecco,22,66,74,1K,1719,Left,1,2,3,CM,6'0,168lbs,1.6M
D. Charles,30,66,66,3K,1716,Left,1,3,2,CB,6'1,187lbs,831K
Cris Salvador,23,66,72,3K,1681,Right,1,3,2,CM,6'0,170lbs,1.6M
R. Benson,26,66,69,1K,1831,Left,1,3,3,LCM,5'9,170lbs,1.3M
R. Riski,28,66,66,1K,1822,Right,1,3,3,RW,5'9,150lbs,1.4M
K. Hafez,22,66,73,6K,1724,Left,1,4,3,LB,5'9,161lbs,1.6M
C. Harriott,24,66,72,8K,1669,Left,1,3,3,LM,5'5,146lbs,1.8M
T. Belmonte,20,66,80,4K,1744,Right,1,4,3,RCM,5'10,150lbs,3M
B. Eleke,22,66,75,5K,1710,Right,1,3,3,ST,6'3,194lbs,1.7M
O. Beckles,26,66,67,3K,1532,Right,1,3,2,LB,6'3,172lbs,1.1M
Park Jin Po,30,66,66,2K,1875,Left,1,3,2,RB,5'8,159lbs,750K
T. Naylor,27,66,68,4K,1791,Right,1,3,2,RCM,6'2,159lbs,1.1M
G. Kiltie,21,66,76,2K,1672,Right,1,4,3,LM,5'8,154lbs,2M
R. Shirasaki,25,66,68,2K,1770,Right,1,4,3,LCM,5'11,154lbs,1M
T. Charles,33,66,66,1K,1694,Left,1,2,2,CB,6'0,174lbs,351K
A. Falatah,34,66,66,6K,1810,Left,1,2,3,LB,5'9,154lbs,297K
I. Tarasovs,29,66,66,3K,1683,Right,1,3,2,RDM,6'3,187lbs,675K
P. Stolarski,22,66,75,3K,1736,Right,1,3,2,RB,5'11,163lbs,1.4M
M. Odjer,21,66,76,1K,1816,Right,1,2,3,CM,5'7,152lbs,1.9M
B. Niňaj,24,66,71,2K,1419,Right,1,3,2,RCB,6'3,187lbs,1.1M
Crysan,21,66,75,4K,1645,Left,1,2,3,LM,6'3,181lbs,1.9M
O. Eddahri,27,66,66,2K,1680,Right,1,2,3,CF,6'1,170lbs,844K
J. Obika,27,66,66,4K,1598,Left,1,2,2,ST,6'0,168lbs,1.2M
T. Zhamaletdinov,21,66,77,1K,1626,Right,1,3,3,ST,6'0,161lbs,2.7M
K. Mets,25,66,69,3K,1674,Left,1,3,2,CB,6'3,176lbs,1M
M. Coulibaly,19,66,81,4K,1763,Right,1,3,3,CM,6'0,170lbs,3.3M
D. Mayor,27,66,66,5K,1689,Right,1,3,4,LCM,6'0,168lbs,1.2M
H. Pell,26,66,67,5K,1806,Right,1,3,3,RDM,6'4,187lbs,1.4M
S. McQueen,23,66,72,10K,1743,Left,1,3,3,LB,5'11,154lbs,
L. Michel,38,66,66,3K,1177,Right,1,3,1,GK,6'0,163lbs,68K
C. Lykogiannis,24,66,71,7K,1834,Left,1,3,3,LB,6'1,172lbs,1.3M
S. Hertner,27,66,67,5K,1756,Left,1,3,2,LB,5'11,165lbs,1M
Arturo Molina,22,66,74,6K,1744,Right,1,3,3,CAM,6'0,165lbs,2.2M
C. Warner,30,66,66,2K,1831,Right,1,3,3,CDM,5'10,176lbs,713K
V. Prodell,30,66,66,2K,1543,Right,1,2,2,ST,6'3,190lbs,781K
T. Renault,34,66,66,2K,1124,Right,1,2,1,GK,6'0,176lbs,455K
A. Muyl,22,66,74,2K,1837,Right,1,2,3,RM,5'11,174lbs,1.6M
E. Apeh,21,66,76,5K,1568,Right,1,3,2,ST,5'11,154lbs,2.4M
Alex Pozo,19,66,75,2K,1649,Right,1,3,3,LM,5'8,137lbs,
D. Kikuchi,27,66,66,4K,1706,Right,1,4,2,LM,5'8,150lbs,878K
R. Austin,33,66,66,3K,1673,Right,1,3,2,RCB,5'11,172lbs,325K
M. Machaj,29,66,66,3K,1743,Right,1,3,3,CAM,5'9,148lbs,844K
H. Radetinac,32,66,66,2K,1649,Right,1,2,3,LW,6'2,161lbs,625K
M. Mikić,38,66,66,1K,1750,Right,1,3,3,RM,5'10,150lbs,275K
M. Guevgeozián,32,66,66,5K,1443,Right,1,3,2,ST,6'0,174lbs,788K
G. Viscarra,25,66,71,0,921,Right,1,3,1,GK,6'3,176lbs,
I. Lapshov,19,66,78,1K,1615,Right,1,2,2,CB,6'2,168lbs,2.2M
E. Fejzullahu,30,66,66,2K,1760,Right,1,3,2,ST,5'11,176lbs,781K
J. Ekstrand,29,66,66,3K,1457,Right,1,3,2,CB,6'2,170lbs,650K
G. Rolando,23,66,75,8K,1763,Right,1,3,3,RM,6'0,157lbs,1.9M
R. Inniss,23,66,73,11K,1384,Right,1,3,2,CB,6'5,185lbs,
T. Yamashita,30,66,66,3K,1422,Right,1,2,2,LCB,6'0,161lbs,594K
X. Emmers,18,66,78,7K,1693,Right,1,4,3,CM,5'10,159lbs,
L. Morgan,21,66,77,10K,1663,Right,1,4,3,LM,5'10,165lbs,2.2M
W. Kvist,33,66,66,6K,1782,Right,1,3,2,CM,6'0,176lbs,488K
B. Jayiya,28,66,66,1K,1755,Right,1,3,3,RW,5'9,143lbs,1.4M
J. Huyghebaert,29,66,66,4K,1701,Left,1,2,2,LB,5'11,163lbs,
José Ángel,26,66,69,2K,1783,Left,1,3,2,CM,6'0,163lbs,1M
Y. Hurtado,21,66,76,1K,1683,Right,1,2,2,RB,5'7,148lbs,1.4M
J. González,26,66,68,4K,1804,Left,1,2,3,LB,5'7,174lbs,
R. Söder,27,66,66,2K,1694,Right,1,3,3,ST,5'10,157lbs,844K
Choi Bo Kyung,30,66,66,3K,1632,Left,1,3,2,LCB,6'0,174lbs,618K
A. Hadouir,35,66,66,2K,1676,Right,1,4,3,CAM,5'8,150lbs,406K
He Chao,23,66,71,3K,1703,Right,1,4,2,LCM,5'10,170lbs,1.6M
M. Booysen,29,66,66,1K,1581,Right,1,3,2,CB,6'4,172lbs,1.1M
C. Main,26,66,68,3K,1641,Right,1,3,2,RS,6'0,190lbs,1.5M
J. Grimmer,24,66,72,3K,1724,Right,1,3,2,RB,6'0,183lbs,1.5M
A. Kann,27,66,69,2K,1125,Left,1,3,1,GK,6'4,190lbs,866K
M. Lepe,27,66,66,2K,1655,Right,1,3,2,RDM,5'10,170lbs,
J. Bandowski,24,66,70,4K,1710,Left,1,3,2,LB,6'3,179lbs,1.2M
Nelson Ferreira,36,66,66,3K,1842,Right,1,4,3,LM,5'9,159lbs,319K
A. Matuszczyk,29,66,66,2K,1842,Right,1,4,3,RDM,6'0,161lbs,675K
D. Stahl,29,66,66,2K,1804,Right,1,4,2,RDM,6'0,174lbs,725K
Yun Il Lok,26,66,67,2K,1730,Right,1,3,3,LM,5'10,143lbs,994K
R. McLaughlin,23,66,72,3K,1764,Right,1,3,3,RM,5'9,152lbs,1.7M
P. Joosten,22,66,72,5K,1786,Right,1,3,3,ST,5'11,146lbs,
G. Magnani,22,66,76,10K,1452,Left,1,3,2,CB,6'3,192lbs,1.7M
F. Bong,30,66,66,3K,1391,Right,1,2,2,RCB,6'2,201lbs,831K
M. Restrepo,37,66,66,1K,1699,Right,1,3,3,CDM,5'9,154lbs,122K
T. Akindele,26,66,67,3K,1611,Right,1,2,3,ST,6'1,174lbs,1.2M
R. van der Meer,23,66,70,2K,1671,Left,1,3,2,LB,6'5,190lbs,1.1M
R. Gartler,32,66,66,6K,1578,Right,1,4,3,ST,6'0,172lbs,761K
C. Lobos,21,66,76,2K,1772,Right,1,3,3,CDM,5'8,154lbs,1.5M
R. Cierzniak,35,66,66,2K,1150,Right,1,2,1,GK,6'2,179lbs,210K
M. Abdellaoue,29,66,66,2K,1654,Right,1,3,3,ST,5'11,163lbs,813K
L. Novak,29,66,66,4K,1736,Right,1,4,2,ST,6'0,172lbs,1.1M
Jung Seung Yong,27,66,67,2K,1667,Left,1,3,2,LB,6'0,183lbs,795K
L. Gugganig,23,66,73,3K,1697,Right,1,2,2,RDM,6'3,183lbs,1.4M
A. Donnarumma,27,66,67,15K,936,Right,1,2,1,GK,6'4,212lbs,888K
P. Steinhart,25,66,69,2K,1857,Left,1,3,2,LM,6'0,154lbs,1M
Olavide,22,66,74,3K,1755,Left,1,3,3,RM,5'10,154lbs,1.7M
C. Jakobsen,25,66,69,4K,1615,Right,1,4,3,LM,6'2,185lbs,1.1M
Berrocal,18,66,80,2K,1554,Right,1,2,2,CB,6'0,159lbs,3.3M
R. Amaral,21,66,78,4K,1627,Left,1,2,3,CAM,5'10,183lbs,2M
Abdón,25,66,71,3K,1672,Left,1,3,2,ST,5'11,174lbs,1.4M
A. Al Mayoof,31,66,66,8K,1121,Right,1,3,1,GK,6'2,212lbs,680K
A. Paleari,25,66,71,1K,961,Right,1,3,1,GK,6'4,194lbs,1M
José Lara,18,66,81,2K,1594,Left,1,3,2,RM,5'6,132lbs,3.6M
A. Juel Andersen,27,66,67,3K,1728,Right,1,3,2,RB,6'2,185lbs,795K
G. Vadalá,21,66,76,5K,1588,Right,1,3,3,CAM,5'6,143lbs,
Borja Sánchez,22,66,77,3K,1623,Right,1,3,3,CAM,6'2,174lbs,2M
A. Ogogo,28,66,66,4K,1915,Right,1,4,2,CM,5'10,172lbs,1.1M
D. Pratley,33,66,66,4K,1896,Right,1,3,3,RCM,6'1,152lbs,656K
K. Takayama,29,66,66,2K,1704,Right,1,4,3,CF,5'9,148lbs,813K
S. Bakış,24,66,72,4K,1440,Right,1,3,2,RW,6'2,176lbs,1.5M
Dani Martín,19,66,78,1K,1056,Right,1,3,1,GK,6'1,168lbs,1.6M
Zhang Wenzhao,31,66,66,5K,1773,Right,1,5,2,LM,5'10,139lbs,1.3M
C. Goodwin,26,66,67,2K,1863,Left,1,3,3,LW,5'11,161lbs,994K
J. Becerra,24,66,71,1K,1712,Right,1,2,3,CAM,5'5,137lbs,1.2M
C. Bravo,24,66,69,2K,1707,Right,1,3,3,LM,5'6,154lbs,
V. Ramis,23,66,73,4K,1551,Right,1,3,3,LW,5'11,172lbs,1.5M
F. Torres,35,66,66,2K,1878,Right,1,4,3,CM,5'7,154lbs,446K
M. Mihara,29,66,66,3K,1692,Right,1,3,2,RB,5'9,148lbs,594K
T. Flanagan,26,66,69,4K,1557,Right,1,3,2,RCB,6'2,168lbs,1.2M
L. Thompson,23,66,73,7K,1752,Right,1,3,3,CM,5'11,165lbs,1.9M
A. Schlager,22,66,71,2K,986,Right,1,3,1,GK,6'0,170lbs,953K
J. Kaprof,23,66,74,4K,1633,Right,1,2,3,ST,5'7,157lbs,1.6M
L. Mulholland,29,66,66,3K,1816,Right,1,3,3,CM,5'9,150lbs,938K
S. Aasmundsen,28,66,66,2K,1745,Right,1,3,3,LDM,5'9,163lbs,813K
C. Ejuke,20,66,77,1K,1597,Right,1,3,4,RM,5'9,159lbs,1.6M
F. Apaolaza,21,66,76,4K,1580,Right,1,3,2,ST,6'2,174lbs,1.8M
E. Butin,30,66,66,3K,1638,Right,1,3,2,ST,5'11,168lbs,1.1M
J. Fitzwater,20,66,75,6K,1568,Right,1,3,2,CB,6'2,154lbs,
M. Cholewiak,28,66,66,3K,1726,Left,1,2,3,LB,6'0,161lbs,675K
C. Schösswendter,29,66,66,8K,1328,Right,1,3,2,CB,6'4,172lbs,800K
R. Klaasen,24,66,70,2K,1780,Left,1,4,2,LCM,5'10,163lbs,1.3M
P. Pervan,30,66,66,8K,974,Right,1,4,1,GK,6'4,203lbs,723K
M. de Jong,31,66,66,2K,1846,Left,1,2,3,LB,5'9,161lbs,638K
Corpas,26,66,66,3K,1647,Right,1,3,3,RM,5'9,146lbs,1.1M
A. Lukse,30,66,66,3K,1046,Right,1,3,1,GK,6'2,181lbs,616K
A. Wittwer,27,66,66,4K,1833,Left,1,2,2,LB,5'8,172lbs,761K
E. Ebanks-Landell,25,66,69,15K,1564,Right,1,3,2,CB,6'2,194lbs,1.3M
S. Gündüz,24,66,68,5K,1787,Right,1,3,3,RM,5'7,163lbs,1.3M
A. Uryga,24,66,69,2K,1613,Right,1,2,2,RCB,6'3,187lbs,962K
J. Absalonsen,32,66,66,4K,1755,Left,1,3,3,LM,5'10,168lbs,625K
J. Willis,29,66,67,2K,1129,Right,1,2,1,GK,6'5,185lbs,788K
E. Brophy,22,66,75,2K,1711,Right,1,3,3,ST,5'9,150lbs,2M
T. Hübers,21,66,75,6K,1575,Right,1,4,2,CB,6'3,181lbs,1.8M
Q. Laçi,22,66,75,2K,1789,Right,1,3,3,CAM,5'11,176lbs,2M
T. Mohamad,28,66,67,6K,1714,Right,1,3,2,CDM,5'11,183lbs,992K
Dyjan Azevedo,27,66,66,3K,1631,Right,1,5,3,LW,5'7,143lbs,1.2M
L. Palmer,26,66,66,8K,1823,Right,1,2,3,RB,6'2,179lbs,1M
F. Evangelista,26,66,67,5K,1747,Left,1,3,2,LB,5'9,154lbs,
Óscar Pinchi,22,66,77,11K,1667,Right,1,3,3,LM,5'8,137lbs,2.5M
Z. Laaroubi,33,66,66,5K,908,Right,1,2,1,GK,6'1,190lbs,536K
M. Palacios,25,66,69,1K,1683,Right,1,3,3,RM,5'11,183lbs,1.1M
Borja,21,66,74,2K,1715,Right,1,3,2,RB,5'9,148lbs,1.5M
F. Vanzo,24,66,70,3K,1803,Right,1,2,3,CAM,5'10,176lbs,1.3M
A. Zapata,33,66,66,1K,1660,Right,1,3,2,CB,6'0,174lbs,351K
S. Szmodics,22,66,74,4K,1797,Right,1,4,3,CAM,5'6,141lbs,1.9M
A. Trusty,19,66,79,1K,1601,Left,1,3,2,LCB,6'3,185lbs,2.3M
Ryu Won Woo,27,66,67,2K,1096,Left,1,3,1,GK,6'1,172lbs,663K
F. Dick,33,66,66,2K,1862,Right,1,3,2,RB,6'0,185lbs,363K
D. Rose,24,66,69,6K,1766,Right,1,3,2,LS,5'8,159lbs,1.5M
M. Oesterhelweg,27,66,66,1K,1744,Left,1,4,3,LM,5'11,161lbs,979K
D. Mignanelli,25,66,71,1K,1669,Left,1,3,2,LB,5'9,154lbs,1.1M
Lee Jong Ho,26,66,68,3K,1784,Left,1,4,2,ST,5'11,172lbs,1.1M
Z. Clark,26,66,70,2K,1034,Right,1,2,1,GK,6'3,187lbs,1M
S. Stevens,26,66,70,2K,1064,Right,1,4,1,GK,6'4,205lbs,877K
Sergio Gil,22,66,74,2K,1749,Left,1,2,3,CDM,6'0,150lbs,1.5M
U. Zeybek,23,66,73,12K,1744,Right,1,3,2,CDM,5'10,159lbs,1.6M
A. Acosta,21,66,78,5K,1694,Right,1,3,3,RM,5'8,161lbs,2.2M
K. Oi,34,66,66,2K,1422,Right,1,3,2,CB,5'11,165lbs,250K
Y. Sari,19,66,75,6K,1599,Left,1,4,3,RM,5'6,121lbs,
M. Ruiz,17,66,79,2K,1716,Right,1,4,3,LCM,5'10,163lbs,2.6M
L. Holmes,31,66,66,4K,1666,Left,1,2,3,RM,5'9,146lbs,1M
D. Powers,27,66,67,3K,1808,Right,1,4,3,CM,5'11,176lbs,1.1M
S. Henderson,30,66,66,10K,1117,Right,1,3,1,GK,6'2,192lbs,808K
S. Scougall,25,66,68,2K,1750,Left,1,3,3,CM,5'7,126lbs,1.4M
Cho Yong Hyung,34,66,66,2K,1612,Right,2,3,2,CB,6'0,159lbs,250K
Cho Young Wook,19,66,74,2K,1679,Right,1,3,2,ST,5'10,157lbs,1.3M
H. Koffi,21,66,77,4K,1014,Right,1,3,1,GK,6'1,179lbs,1.9M
S. Sandberg,24,66,71,2K,1695,Right,1,3,2,RB,6'1,170lbs,961K
T. Gabuza,30,66,66,1K,1586,Right,1,3,3,ST,6'0,190lbs,1.3M
P. Muñoz,32,66,66,3K,1610,Right,1,2,3,RW,5'8,152lbs,675K
C. MacGillivray,25,66,72,3K,1169,Right,1,3,1,GK,6'2,172lbs,1.2M
C. Arcus,22,66,74,2K,1608,Right,1,2,2,RB,5'11,168lbs,1.6M
A. Dercho,31,66,66,2K,1676,Left,1,2,3,LB,6'1,165lbs,616K
H. Hauger,32,66,66,2K,1697,Right,1,3,2,RCM,5'10,157lbs,469K
Manu,34,66,66,2K,1821,Left,1,3,2,LB,5'9,154lbs,279K
